12,13,28
12,14,28.4
12,15,27.9
12,16,22.6
12,17,25.8
12,18,27.6
12,19,23.5
12,20,22.2
12,21,29.9
12,22,23.8
12,23,28.2
12,24,26.1
12,25,24.7
12,26,26.1
12,27,29
12,28,28.7
12,29,30.3
12,30,31.6
12,31,31.9
